"nrx-1","mir-1","unc-49","nlg-1","unc-25","unc-97","lim-6","lat-2","ptp-3","sup-17","pkd-2"
"folder_2017-6-9_file_525 day 3_3-exported_dist.txt",0,0,0,0,0,0,0,0,0,0,0
"folder_2017-6-9_file_525 day 3_4-exported_dist.txt",0,0,0,0,0,0,0,0,0,0,0
"folder_2017-6-9_file_525 day 3_5-exported_dist.txt",0,0,0,0,0,0,0,0,0,0,0
"folder_2017-6-9_file_525 lat-2 tm463 day 3_1-exported_dist.txt",0,0,0,0,0,0,0,1,0,0,0
"folder_2017-6-9_file_525 lat-2 tm463 day 3_10-exported_dist.txt",0,0,0,0,0,0,0,1,0,0,0
"folder_2017-6-9_file_525 lat-2 tm463 day 3_11-exported_dist.txt",0,0,0,0,0,0,0,1,0,0,0
"folder_2017-6-9_file_525 lat-2 tm463 day 3_12-exported_dist.txt",0,0,0,0,0,0,0,1,0,0,0
"folder_2017-6-9_file_525 lat-2 tm463 day 3_13-exported_dist.txt",0,0,0,0,0,0,0,1,0,0,0
"folder_2017-6-9_file_525 lat-2 tm463 day 3_2-exported_dist.txt",0,0,0,0,0,0,0,1,0,0,0
"folder_2017-6-9_file_525 lat-2 tm463 day 3_3-exported_dist.txt",0,0,0,0,0,0,0,1,0,0,0
"folder_2017-6-9_file_525 lat-2 tm463 day 3_4-exported_dist.txt",0,0,0,0,0,0,0,1,0,0,0
"folder_2017-6-9_file_525 lat-2 tm463 day 3_5-exported_dist.txt",0,0,0,0,0,0,0,1,0,0,0
"folder_2017-6-9_file_525 lat-2 tm463 day 3_6-exported_dist.txt",0,0,0,0,0,0,0,1,0,0,0
"folder_2017-6-9_file_525 lat-2 tm463 day 3_7-exported_dist.txt",0,0,0,0,0,0,0,1,0,0,0
"folder_2017-6-9_file_525 lat-2 tm463 day 3_8-exported_dist.txt",0,0,0,0,0,0,0,1,0,0,0
"folder_2017-6-9_file_525 lat-2 tm463 day 3_9-exported_dist.txt",0,0,0,0,0,0,0,1,0,0,0
"folder_2017-6-9_file_525 ptp-3(ok244) day 3_1-exported_dist.txt",0,0,0,0,0,0,0,0,1,0,0
"folder_2017-6-9_file_525 ptp-3(ok244) day 3_10-exported_dist.txt",0,0,0,0,0,0,0,0,1,0,0
"folder_2017-6-9_file_525 ptp-3(ok244) day 3_2-exported_dist.txt",0,0,0,0,0,0,0,0,1,0,0
"folder_2017-6-9_file_525 ptp-3(ok244) day 3_3-exported_dist.txt",0,0,0,0,0,0,0,0,1,0,0
"folder_2017-6-9_file_525 ptp-3(ok244) day 3_4-exported_dist.txt",0,0,0,0,0,0,0,0,1,0,0
"folder_2017-6-9_file_525 ptp-3(ok244) day 3_5-exported_dist.txt",0,0,0,0,0,0,0,0,1,0,0
"folder_2017-6-9_file_525 ptp-3(ok244) day 3_6-exported_dist.txt",0,0,0,0,0,0,0,0,1,0,0
"folder_2017-6-9_file_525 ptp-3(ok244) day 3_7-exported_dist.txt",0,0,0,0,0,0,0,0,1,0,0
"folder_2017-6-9_file_525 ptp-3(ok244) day 3_8-exported_dist.txt",0,0,0,0,0,0,0,0,1,0,0
"folder_2017-6-9_file_525 ptp-3(ok244) day 3_9-exported_dist.txt",0,0,0,0,0,0,0,0,1,0,0
"folder_2017-7-26_file_541 day 3_1-exported_dist.txt",0,0,0,0,0,0,0,0,0,0,0
"folder_2017-7-26_file_541 day 3_2-exported_dist.txt",0,0,0,0,0,0,0,0,0,0,0
"folder_2017-7-26_file_541 day 3_3-exported_dist.txt",0,0,0,0,0,0,0,0,0,0,0
"folder_2017-7-26_file_541 day 3_4-exported_dist.txt",0,0,0,0,0,0,0,0,0,0,0
"folder_2017-7-26_file_541 day 3_5-exported_dist.txt",0,0,0,0,0,0,0,0,0,0,0
"folder_2017-7-26_file_541 day 3_6-exported_dist.txt",0,0,0,0,0,0,0,0,0,0,0
"folder_2017-7-26_file_541 day 3_7-exported_dist.txt",0,0,0,0,0,0,0,0,0,0,0
"folder_2017-7-26_file_541 day 3_8-exported_dist.txt",0,0,0,0,0,0,0,0,0,0,0
"folder_2017-7-26_file_sup-17 541 day 3_1-exported_dist.txt",0,0,0,0,0,0,0,0,0,1,0
"folder_2017-7-26_file_sup-17 541 day 3_10-exported_dist.txt",0,0,0,0,0,0,0,0,0,1,0
"folder_2017-7-26_file_sup-17 541 day 3_11-exported_dist.txt",0,0,0,0,0,0,0,0,0,1,0
"folder_2017-7-26_file_sup-17 541 day 3_2-exported_dist.txt",0,0,0,0,0,0,0,0,0,1,0
"folder_2017-7-26_file_sup-17 541 day 3_3-exported_dist.txt",0,0,0,0,0,0,0,0,0,1,0
"folder_2017-7-26_file_sup-17 541 day 3_4-exported_dist.txt",0,0,0,0,0,0,0,0,0,1,0
"folder_2017-7-26_file_sup-17 541 day 3_5-exported_dist.txt",0,0,0,0,0,0,0,0,0,1,0
"folder_2017-7-26_file_sup-17 541 day 3_6-exported_dist.txt",0,0,0,0,0,0,0,0,0,1,0
"folder_2017-7-26_file_sup-17 541 day 3_7-exported_dist.txt",0,0,0,0,0,0,0,0,0,1,0
"folder_2017-7-26_file_sup-17 541 day 3_8-exported_dist.txt",0,0,0,0,0,0,0,0,0,1,0
"folder_2017-7-26_file_sup-17 541 day 3_9-exported_dist.txt",0,0,0,0,0,0,0,0,0,1,0
"folder_2017-7-28_file_541 day 3_1-exported_dist.txt",0,0,0,0,0,0,0,0,0,0,0
"folder_2017-7-28_file_541 day 3_2-exported_dist.txt",0,0,0,0,0,0,0,0,0,0,0
"folder_2017-7-28_file_541 day 3_3-exported_dist.txt",0,0,0,0,0,0,0,0,0,0,0
"folder_2017-7-28_file_541 day 3_4-exported_dist.txt",0,0,0,0,0,0,0,0,0,0,0
"folder_2017-7-28_file_541 day 3_5-exported_dist.txt",0,0,0,0,0,0,0,0,0,0,0
"folder_2017-7-28_file_541 day 3_6-exported_dist.txt",0,0,0,0,0,0,0,0,0,0,0
"folder_2017-7-28_file_sup-17 541 day 3_1-exported_dist.txt",0,0,0,0,0,0,0,0,0,1,0
"folder_2017-7-28_file_sup-17 541 day 3_2-exported_dist.txt",0,0,0,0,0,0,0,0,0,1,0
"folder_2017-7-28_file_sup-17 541 day 3_3-exported_dist.txt",0,0,0,0,0,0,0,0,0,1,0
"folder_2017-7-28_file_sup-17 541 day 3_4-exported_dist.txt",0,0,0,0,0,0,0,0,0,1,0
"folder_2017-7-28_file_sup-17 541 day 3_5-exported_dist.txt",0,0,0,0,0,0,0,0,0,1,0
"folder_2017-7-28_file_sup-17 541 day 3_6-exported_dist.txt",0,0,0,0,0,0,0,0,0,1,0
"folder_2017-7-28_file_sup-17 541 day 3_7-exported_dist.txt",0,0,0,0,0,0,0,0,0,1,0
"folder_2017-7-28_file_sup-17 541 day 3_8-exported_dist.txt",0,0,0,0,0,0,0,0,0,1,0
"folder_2017-7-28_file_sup-17 541 day 3_9-exported_dist.txt",0,0,0,0,0,0,0,0,0,1,0
"folder_2017-8-14_file_541 day 3_1-exported_dist.txt",0,0,0,0,0,0,0,0,0,0,0
"folder_2017-8-14_file_541 day 3_2-exported_dist.txt",0,0,0,0,0,0,0,0,0,0,0
"folder_2017-8-14_file_541 day 3_3-exported_dist.txt",0,0,0,0,0,0,0,0,0,0,0
"folder_2017-8-14_file_541 day 3_4-exported_dist.txt",0,0,0,0,0,0,0,0,0,0,0
"folder_2017-8-14_file_541 day 3_5-exported_dist.txt",0,0,0,0,0,0,0,0,0,0,0
"folder_2017-8-14_file_541 day 3_6-exported_dist.txt",0,0,0,0,0,0,0,0,0,0,0
"folder_2017-8-14_file_nrx-1 525 day 3_1-exported_dist.txt",1,0,0,0,0,0,0,0,0,0,0
"folder_2017-8-14_file_nrx-1 525 day 3_2-exported_dist.txt",1,0,0,0,0,0,0,0,0,0,0
"folder_2017-8-14_file_nrx-1 525 day 3_3-exported_dist.txt",1,0,0,0,0,0,0,0,0,0,0
"folder_2017-8-14_file_nrx-1 525 day 3_4-exported_dist.txt",1,0,0,0,0,0,0,0,0,0,0
"folder_2017-8-14_file_nrx-1 525 day 3_5-exported_dist.txt",1,0,0,0,0,0,0,0,0,0,0
"folder_2017-8-14_file_pkd-2 541 day 3_1-exported_dist.txt",0,0,0,0,0,0,0,0,0,0,1
"folder_2017-8-14_file_pkd-2 541 day 3_2-exported_dist.txt",0,0,0,0,0,0,0,0,0,0,1
"folder_2017-8-14_file_pkd-2 541 day 3_3-exported_dist.txt",0,0,0,0,0,0,0,0,0,0,1
"folder_2017-8-14_file_pkd-2 541 day 3_4-exported_dist.txt",0,0,0,0,0,0,0,0,0,0,1
"folder_2017-8-14_file_pkd-2 541 day 3_5-exported_dist.txt",0,0,0,0,0,0,0,0,0,0,1
"folder_2017-8-14_file_pkd-2 541 day 3_6-exported_dist.txt",0,0,0,0,0,0,0,0,0,0,1
"folder_2017-8-14_file_pkd-2 541 day 3_7-exported_dist.txt",0,0,0,0,0,0,0,0,0,0,1
"folder_2017-8-14_file_pkd-2 541 day 3_8-exported_dist.txt",0,0,0,0,0,0,0,0,0,0,1
"folder_2017-8-14_file_pkd-2 541 day 3_9-exported_dist.txt",0,0,0,0,0,0,0,0,0,0,1
"folder_2017-8-15_file_541 day 1_1-exported_dist.txt",0,0,0,0,0,0,0,0,0,0,0
"folder_2017-8-15_file_541 day 1_2-exported_dist.txt",0,0,0,0,0,0,0,0,0,0,0
"folder_2017-8-15_file_541 day 1_3-exported_dist.txt",0,0,0,0,0,0,0,0,0,0,0
"folder_2017-8-15_file_541 day 1_4-exported_dist.txt",0,0,0,0,0,0,0,0,0,0,0
"folder_2017-8-15_file_541 day 1_5-exported_dist.txt",0,0,0,0,0,0,0,0,0,0,0
"folder_2017-8-15_file_541 day 1_6-exported_dist.txt",0,0,0,0,0,0,0,0,0,0,0
"folder_2017-8-15_file_nrx1 543 day1_2-exported_dist.txt",1,0,0,0,0,0,0,0,0,0,0
"folder_2017-8-15_file_nrx1 543 day1_3-exported_dist.txt",1,0,0,0,0,0,0,0,0,0,0
"folder_2017-8-15_file_nrx1 543 day1_4-exported_dist.txt",1,0,0,0,0,0,0,0,0,0,0
"folder_2017-8-15_file_nrx1 543 day1_5-exported_dist.txt",1,0,0,0,0,0,0,0,0,0,0
"folder_2017-8-16_file_541 day 1_1-exported_dist.txt",0,0,0,0,0,0,0,0,0,0,0
"folder_2017-8-16_file_541 day 1_2-exported_dist.txt",0,0,0,0,0,0,0,0,0,0,0
"folder_2017-8-16_file_541 day 1_3-exported_dist.txt",0,0,0,0,0,0,0,0,0,0,0
"folder_2017-8-16_file_541 day 1_4-exported_dist.txt",0,0,0,0,0,0,0,0,0,0,0
"folder_2017-8-16_file_541 day 1_5-exported_dist.txt",0,0,0,0,0,0,0,0,0,0,0
"folder_2017-8-16_file_541 day 1_6-exported_dist.txt",0,0,0,0,0,0,0,0,0,0,0
"folder_2017-8-16_file_541 day 1_7-exported_dist.txt",0,0,0,0,0,0,0,0,0,0,0
"folder_2017-8-16_file_unc-25 541 day 1_1-exported_dist.txt",0,0,0,0,1,0,0,0,0,0,0
"folder_2017-8-16_file_unc-25 541 day 1_2-exported_dist.txt",0,0,0,0,1,0,0,0,0,0,0
"folder_2017-8-16_file_unc-25 541 day 1_3-exported_dist.txt",0,0,0,0,1,0,0,0,0,0,0
"folder_2017-8-16_file_unc-25 541 day 1_4-exported_dist.txt",0,0,0,0,1,0,0,0,0,0,0
"folder_2017-8-16_file_unc-25 541 day 1_5-exported_dist.txt",0,0,0,0,1,0,0,0,0,0,0
"folder_2017-8-16_file_unc-25 541 day 1_6-exported_dist.txt",0,0,0,0,1,0,0,0,0,0,0
"folder_2017-8-16_file_unc-25 541 day 1_7-exported_dist.txt",0,0,0,0,1,0,0,0,0,0,0
"folder_2017-8-16_file_unc-97  541 day 1_-exported_dist.txt",0,0,0,0,0,1,0,0,0,0,0
"folder_2017-8-16_file_unc-97  541 day 1_2-exported_dist.txt",0,0,0,0,0,1,0,0,0,0,0
"folder_2017-8-16_file_unc-97  541 day 1_3-exported_dist.txt",0,0,0,0,0,1,0,0,0,0,0
"folder_2017-8-16_file_unc-97  541 day 1_4-exported_dist.txt",0,0,0,0,0,1,0,0,0,0,0
"folder_2017-8-16_file_unc-97  541 day 1_5-exported_dist.txt",0,0,0,0,0,1,0,0,0,0,0
"folder_2017-8-16_file_unc-97  541 day 1_6-exported_dist.txt",0,0,0,0,0,1,0,0,0,0,0
"folder_2017-8-22_file_nlg-1 day 3_1-exported_dist.txt",0,0,0,1,0,0,0,0,0,0,0
"folder_2017-8-22_file_nlg-1 day 3_2-exported_dist.txt",0,0,0,1,0,0,0,0,0,0,0
"folder_2017-8-22_file_nlg-1 day 3_3-exported_dist.txt",0,0,0,1,0,0,0,0,0,0,0
"folder_2017-8-22_file_nlg-1 day 3_4-exported_dist.txt",0,0,0,1,0,0,0,0,0,0,0
"folder_2017-8-22_file_nlg-1 day 3_5-exported_dist.txt",0,0,0,1,0,0,0,0,0,0,0
"folder_2017-8-22_file_nlg-1 day 3_6-exported_dist.txt",0,0,0,1,0,0,0,0,0,0,0
"folder_2017-8-22_file_unc-25 541 day 1_1-exported_dist.txt",0,0,0,0,1,0,0,0,0,0,0
"folder_2017-8-22_file_unc-25 541 day 1_2-exported_dist.txt",0,0,0,0,1,0,0,0,0,0,0
"folder_2017-8-22_file_unc-25 541 day 1_3-exported_dist.txt",0,0,0,0,1,0,0,0,0,0,0
"folder_2017-8-22_file_unc-25 541 day 1_4-exported_dist.txt",0,0,0,0,1,0,0,0,0,0,0
"folder_2017-8-22_file_unc-25 541 day 1_5-exported_dist.txt",0,0,0,0,1,0,0,0,0,0,0
"folder_2017-8-22_file_unc-97 541 day 1_1-exported_dist.txt",0,0,0,0,0,1,0,0,0,0,0
"folder_2017-8-22_file_unc-97 541 day 1_2-exported_dist.txt",0,0,0,0,0,1,0,0,0,0,0
"folder_2017-8-22_file_unc-97 541 day 1_3-exported_dist.txt",0,0,0,0,0,1,0,0,0,0,0
"folder_2017-8-22_file_unc-97 541 day 1_4-exported_dist.txt",0,0,0,0,0,1,0,0,0,0,0
"folder_2017-8-22_file_unc-97 541 day 1_5-exported_dist.txt",0,0,0,0,0,1,0,0,0,0,0
"folder_2017-8-23_file_unc-25 541 day 1_1-exported_dist.txt",0,0,0,0,1,0,0,0,0,0,0
"folder_2017-8-23_file_unc-25 541 day 1_2-exported_dist.txt",0,0,0,0,1,0,0,0,0,0,0
"folder_2017-8-23_file_unc-25 541 day 1_3-exported_dist.txt",0,0,0,0,1,0,0,0,0,0,0
"folder_2017-8-23_file_unc-25 541 day 1_4-exported_dist.txt",0,0,0,0,1,0,0,0,0,0,0
"folder_2017-8-23_file_unc-97 541 day 1_2-exported_dist.txt",0,0,0,0,0,1,0,0,0,0,0
"folder_2017-8-23_file_unc-97 541 day 1_3-exported_dist.txt",0,0,0,0,0,1,0,0,0,0,0
"folder_2017-8-23_file_unc-97 541 day 1_4-exported_dist.txt",0,0,0,0,0,1,0,0,0,0,0
"folder_2017-8-28_file_541 day 3_1-exported_dist.txt",0,0,0,0,0,0,0,0,0,0,0
"folder_2017-8-28_file_541 day 3_2-exported_dist.txt",0,0,0,0,0,0,0,0,0,0,0
"folder_2017-8-28_file_541 day 3_3-exported_dist.txt",0,0,0,0,0,0,0,0,0,0,0
"folder_2017-8-28_file_541 day 3_4-exported_dist.txt",0,0,0,0,0,0,0,0,0,0,0
"folder_2017-8-28_file_541 day 3_5-exported_dist.txt",0,0,0,0,0,0,0,0,0,0,0
"folder_2017-8-28_file_nrx-1 nlg-1 525 day 3_1-exported_dist.txt",1,0,0,1,0,0,0,0,0,0,0
"folder_2017-8-28_file_nrx-1 nlg-1 525 day 3_2-exported_dist.txt",1,0,0,1,0,0,0,0,0,0,0
"folder_2017-8-28_file_nrx-1 nlg-1 525 day 3_3-exported_dist.txt",1,0,0,1,0,0,0,0,0,0,0
"folder_2017-8-28_file_sup-17 541 day 3_1-exported_dist.txt",0,0,0,0,0,0,0,0,0,1,0
"folder_2017-8-28_file_sup-17 541 day 3_2-exported_dist.txt",0,0,0,0,0,0,0,0,0,1,0
"folder_2017-8-28_file_sup-17 541 day 3_3-exported_dist.txt",0,0,0,0,0,0,0,0,0,1,0
"folder_2017-8-28_file_sup-17 541 day 3_4-exported_dist.txt",0,0,0,0,0,0,0,0,0,1,0
"folder_2017-8-28_file_sup-17 541 day 3_5-exported_dist.txt",0,0,0,0,0,0,0,0,0,1,0
"folder_2017-8-28_file_sup-17 541 day 3_6-exported_dist.txt",0,0,0,0,0,0,0,0,0,1,0
"folder_2017-8-28_file_sup-17 541 day 3_7-exported_dist.txt",0,0,0,0,0,0,0,0,0,1,0
"folder_2017-8-28_file_sup-17 541 day 3_8-exported_dist.txt",0,0,0,0,0,0,0,0,0,1,0
"folder_2017-8-28_file_unc-97 541 day 3_1-exported_dist.txt",0,0,0,0,0,1,0,0,0,0,0
"folder_2017-8-28_file_unc-97 541 day 3_2-exported_dist.txt",0,0,0,0,0,1,0,0,0,0,0
"folder_2017-8-28_file_unc-97 541 day 3_3-exported_dist.txt",0,0,0,0,0,1,0,0,0,0,0
"folder_2017-8-28_file_unc-97 541 day 3_4-exported_dist.txt",0,0,0,0,0,1,0,0,0,0,0
"folder_2017-8-28_file_unc-97 541 day 3_5-exported_dist.txt",0,0,0,0,0,1,0,0,0,0,0
"folder_2017-8-28_file_unc-97 541 day 3_6-exported_dist.txt",0,0,0,0,0,1,0,0,0,0,0
"folder_2017-8-28_file_unc-97 541 day 3_7-exported_dist.txt",0,0,0,0,0,1,0,0,0,0,0
"folder_2017-8-28_file_unc-97 541 day 3_8-exported_dist.txt",0,0,0,0,0,1,0,0,0,0,0
"folder_2017-8-28_file_unc-97 541 day 3_9-exported_dist.txt",0,0,0,0,0,1,0,0,0,0,0
"folder_2017-8-30_file_541  day 1_1-exported_dist.txt",0,0,0,0,0,0,0,0,0,0,0
"folder_2017-8-30_file_541  day 1_2-exported_dist.txt",0,0,0,0,0,0,0,0,0,0,0
"folder_2017-8-30_file_541  day 1_3-exported_dist.txt",0,0,0,0,0,0,0,0,0,0,0
"folder_2017-8-30_file_unc-25 541 day 1_1-exported_dist.txt",0,0,0,0,1,0,0,0,0,0,0
"folder_2017-8-30_file_unc-25 541 day 1_2-exported_dist.txt",0,0,0,0,1,0,0,0,0,0,0
"folder_2017-9-15_file_nlg-1 541 day 5_1-exported_dist.txt",0,0,0,1,0,0,0,0,0,0,0
"folder_2017-9-15_file_nlg-1 541 day 5_2-exported_dist.txt",0,0,0,1,0,0,0,0,0,0,0
"folder_2017-9-15_file_nlg-1 541 day 5_3-exported_dist.txt",0,0,0,1,0,0,0,0,0,0,0
"folder_2017-9-15_file_nlg-1 541 day 5_4-exported_dist.txt",0,0,0,1,0,0,0,0,0,0,0
"folder_2017-9-15_file_nlg-1 541 day 5_5-exported_dist.txt",0,0,0,1,0,0,0,0,0,0,0
"folder_2017-9-15_file_nlg-1 541 day 5_6-exported_dist.txt",0,0,0,1,0,0,0,0,0,0,0
"folder_2017-9-5_file_541 day 5_1-exported_dist.txt",0,0,0,0,0,0,0,0,0,0,0
"folder_2017-9-5_file_541 day 5_2-exported_dist.txt",0,0,0,0,0,0,0,0,0,0,0
"folder_2017-9-5_file_541 day 5_3-exported_dist.txt",0,0,0,0,0,0,0,0,0,0,0
"folder_2017-9-5_file_541 day 5_4-exported_dist.txt",0,0,0,0,0,0,0,0,0,0,0
"folder_2017-9-5_file_nlg-1 541 day 5 no his_1-exported_dist.txt",0,0,0,1,0,0,0,0,0,0,0
"folder_2017-9-5_file_nlg-1 541 day 5 no his_2-exported_dist.txt",0,0,0,1,0,0,0,0,0,0,0
"folder_2017-9-5_file_nlg-1 541 day 5 no his_3-exported_dist.txt",0,0,0,1,0,0,0,0,0,0,0
"folder_2017-9-5_file_nlg-1 541 day 5 no his_4-exported_dist.txt",0,0,0,1,0,0,0,0,0,0,0
"folder_2017-9-5_file_nlg-1 541 day 5 no his_5-exported_dist.txt",0,0,0,1,0,0,0,0,0,0,0
"folder_2017-9-5_file_nlg-1 541 day 5 no his_6-exported_dist.txt",0,0,0,1,0,0,0,0,0,0,0
"folder_2017-9-5_file_nlg-1 541 day 5 no his_7-exported_dist.txt",0,0,0,1,0,0,0,0,0,0,0
"folder_2017-9-5_file_nlg-1 541 day 5 no his_8-exported_dist.txt",0,0,0,1,0,0,0,0,0,0,0
"folder_2017-9-5_file_nlg-1 541 day 5 no his_9-exported_dist.txt",0,0,0,1,0,0,0,0,0,0,0
"folder_2017-9-9_file_541 day 3_1-exported_dist.txt",0,0,0,0,0,0,0,0,0,0,0
"folder_2017-9-9_file_541 day 3_2-exported_dist.txt",0,0,0,0,0,0,0,0,0,0,0
"folder_2017-9-9_file_541 day 3_3-exported_dist.txt",0,0,0,0,0,0,0,0,0,0,0
"folder_2017-9-9_file_541 day 3_4-exported_dist.txt",0,0,0,0,0,0,0,0,0,0,0
"folder_2017-9-9_file_541 day 3_5-exported_dist.txt",0,0,0,0,0,0,0,0,0,0,0
"folder_2017-9-9_file_541 day 3_6-exported_dist.txt",0,0,0,0,0,0,0,0,0,0,0
"folder_2017-9-9_file_541 day 3_7-exported_dist.txt",0,0,0,0,0,0,0,0,0,0,0
"folder_2017-9-9_file_541 day 3_8-exported_dist.txt",0,0,0,0,0,0,0,0,0,0,0
"folder_2017-9-9_file_541 day 3_9-exported_dist.txt",0,0,0,0,0,0,0,0,0,0,0
"folder_new SNT_file_541 day 3_1-exported_dist.txt",0,0,0,0,0,0,0,0,0,0,0
"folder_new SNT_file_541 day 3_2-exported_dist.txt",0,0,0,0,0,0,0,0,0,0,0
"folder_new SNT_file_541 day 3_3-exported_dist.txt",0,0,0,0,0,0,0,0,0,0,0
"folder_new SNT_file_541 day 3_5-exported_dist.txt",0,0,0,0,0,0,0,0,0,0,0
"folder_new SNT_file_541 nlg-1 day 3_1-exported_dist.txt",0,0,0,1,0,0,0,0,0,0,0
"folder_new SNT_file_541 nlg-1 day 3_3-exported_dist.txt",0,0,0,1,0,0,0,0,0,0,0
"folder_new SNT_file_541 nlg-1 day 3_4-exported_dist.txt",0,0,0,1,0,0,0,0,0,0,0
"folder_new SNT_file_541 nlg-1 day 3_5-exported_dist.txt",0,0,0,1,0,0,0,0,0,0,0
"folder_new SNT_file_541 nlg-1 day 3_6-exported_dist.txt",0,0,0,1,0,0,0,0,0,0,0
