cell_name,nrx-1,mir-1,unc-49,nlg-1,unc-25,unc-97,lim-6,lat-2,ptp-3,sup-17,pkd-2,day
folder_2016-10-15_file_525 day36-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2016-10-15_file_525 day3_1-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2016-10-15_file_525 day3_2-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2016-10-15_file_525 day3_3-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2016-10-15_file_525 day3_4-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2016-10-15_file_525 day3_5-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2016-10-15_file_525 nrx1 wy778 day3_1-exported,1,0,0,0,0,0,0,0,0,0,0,3
folder_2016-10-15_file_525 nrx1 wy778 day3_10-exported,1,0,0,0,0,0,0,0,0,0,0,3
folder_2016-10-15_file_525 nrx1 wy778 day3_2-exported,1,0,0,0,0,0,0,0,0,0,0,3
folder_2016-10-15_file_525 nrx1 wy778 day3_3-exported,1,0,0,0,0,0,0,0,0,0,0,3
folder_2016-10-15_file_525 nrx1 wy778 day3_4-exported,1,0,0,0,0,0,0,0,0,0,0,3
folder_2016-10-15_file_525 nrx1 wy778 day3_5-exported,1,0,0,0,0,0,0,0,0,0,0,3
folder_2016-10-15_file_525 nrx1 wy778 day3_6-exported,1,0,0,0,0,0,0,0,0,0,0,3
folder_2016-10-15_file_525 nrx1 wy778 day3_7-exported,1,0,0,0,0,0,0,0,0,0,0,3
folder_2016-10-15_file_525 nrx1 wy778 day3_8-exported,1,0,0,0,0,0,0,0,0,0,0,3
folder_2016-10-15_file_525 nrx1 wy778 day3_9-exported,1,0,0,0,0,0,0,0,0,0,0,3
folder_2016-10-18_file_525 day37-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2016-10-18_file_525 day3_1-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2016-10-18_file_525 day3_2-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2016-10-18_file_525 day3_3-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2016-10-18_file_525 day3_4-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2016-10-18_file_525 day3_5-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2016-10-18_file_525 day3_6-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2016-10-18_file_525 nrx wy778 day3_1-exported,1,0,0,0,0,0,0,0,0,0,0,3
folder_2016-10-18_file_525 nrx wy778 day3_2-exported,1,0,0,0,0,0,0,0,0,0,0,3
folder_2016-10-18_file_525 nrx wy778 day3_3-exported,1,0,0,0,0,0,0,0,0,0,0,3
folder_2016-10-18_file_525 nrx wy778 day3_4-exported,1,0,0,0,0,0,0,0,0,0,0,3
folder_2016-10-18_file_525 nrx wy778 day3_5-exported,1,0,0,0,0,0,0,0,0,0,0,3
folder_2016-10-18_file_525 nrx wy778 day3_6-exported,1,0,0,0,0,0,0,0,0,0,0,3
folder_2016-10-18_file_525 nrx wy778 day3_7-exported,1,0,0,0,0,0,0,0,0,0,0,3
folder_2016-10-18_file_525 nrx wy778 day3_8-exported,1,0,0,0,0,0,0,0,0,0,0,3
folder_2016-10-18_file_525 nrx wy778 day3_9-exported,1,0,0,0,0,0,0,0,0,0,0,3
folder_2016-10-21_file_525 day3_1-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2016-10-21_file_525 day3_2-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2016-10-21_file_525 nrx wy778 day3_1-exported,1,0,0,0,0,0,0,0,0,0,0,3
folder_2016-10-21_file_525 nrx wy778 day3_2-exported,1,0,0,0,0,0,0,0,0,0,0,3
folder_2016-10-21_file_525 nrx wy778 day3_3-exported,1,0,0,0,0,0,0,0,0,0,0,3
folder_2016-10-21_file_525 nrx wy778 day3_4-exported,1,0,0,0,0,0,0,0,0,0,0,3
folder_2016-10-21_file_525 nrx wy778 day3_5-exported,1,0,0,0,0,0,0,0,0,0,0,3
folder_2016-10-21_file_525 nrx wy778 day3_6-exported,1,0,0,0,0,0,0,0,0,0,0,3
folder_2016-10-21_file_541 day3_1-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2016-10-21_file_541 day3_2-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2016-10-21_file_541 day3_3-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2016-10-21_file_541 day3_4-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2016-10-21_file_541 mir-1 day3_1-exported,0,1,0,0,0,0,0,0,0,0,0,3
folder_2016-10-21_file_541 mir-1 day3_10-exported,0,1,0,0,0,0,0,0,0,0,0,3
folder_2016-10-21_file_541 mir-1 day3_2-exported,0,1,0,0,0,0,0,0,0,0,0,3
folder_2016-10-21_file_541 mir-1 day3_3-exported,0,1,0,0,0,0,0,0,0,0,0,3
folder_2016-10-21_file_541 mir-1 day3_4-exported,0,1,0,0,0,0,0,0,0,0,0,3
folder_2016-10-21_file_541 mir-1 day3_5-exported,0,1,0,0,0,0,0,0,0,0,0,3
folder_2016-10-21_file_541 mir-1 day3_6-exported,0,1,0,0,0,0,0,0,0,0,0,3
folder_2016-10-21_file_541 mir-1 day3_7-exported,0,1,0,0,0,0,0,0,0,0,0,3
folder_2016-10-21_file_541 mir-1 day3_8-exported,0,1,0,0,0,0,0,0,0,0,0,3
folder_2016-10-21_file_541 mir-1 day3_9-exported,0,1,0,0,0,0,0,0,0,0,0,3
folder_2016-10-27_file_525 day3 _1-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2016-10-27_file_525 day3 _2-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2016-10-27_file_525 day3 _3-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2016-10-27_file_525 day3 _4-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2016-10-27_file_525 day3 _5-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2016-10-27_file_525 nrx wy778 day3_1-exported,1,0,0,0,0,0,0,0,0,0,0,3
folder_2016-10-27_file_525 nrx wy778 day3_2-exported,1,0,0,0,0,0,0,0,0,0,0,3
folder_2016-10-27_file_525 nrx wy778 day3_3-exported,1,0,0,0,0,0,0,0,0,0,0,3
folder_2016-10-27_file_525 nrx wy778 day3_4-exported,1,0,0,0,0,0,0,0,0,0,0,3
folder_2016-10-27_file_525 nrx wy778 day3_5-exported,1,0,0,0,0,0,0,0,0,0,0,3
folder_2016-10-27_file_525 nrx wy778 day3_6-exported,1,0,0,0,0,0,0,0,0,0,0,3
folder_2016-10-27_file_525 nrx wy778 day3_7-exported,1,0,0,0,0,0,0,0,0,0,0,3
folder_2016-10-27_file_525 nrx wy778 day3_8-exported,1,0,0,0,0,0,0,0,0,0,0,3
folder_2016-10-27_file_541 day3_1-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2016-10-27_file_541 day3_2-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2016-10-27_file_541 day3_3-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2016-10-27_file_541 day3_4-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2016-10-27_file_541 day3_5-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2016-10-27_file_541 mir-1 day3_1-exported,0,1,0,0,0,0,0,0,0,0,0,3
folder_2016-10-27_file_541 mir-1 day3_2-exported,0,1,0,0,0,0,0,0,0,0,0,3
folder_2016-10-27_file_541 mir-1 day3_3-exported,0,1,0,0,0,0,0,0,0,0,0,3
folder_2016-10-27_file_541 mir-1 day3_4-exported,0,1,0,0,0,0,0,0,0,0,0,3
folder_2016-10-27_file_541 mir-1 day3_5-exported,0,1,0,0,0,0,0,0,0,0,0,3
folder_2016-10-27_file_541 mir-1 day3_6-exported,0,1,0,0,0,0,0,0,0,0,0,3
folder_2016-10-7_file_541 day1_1-exported,0,0,0,0,0,0,0,0,0,0,0,1
folder_2016-10-7_file_541 day1_2-exported,0,0,0,0,0,0,0,0,0,0,0,1
folder_2016-10-7_file_541 day1_3-exported,0,0,0,0,0,0,0,0,0,0,0,1
folder_2016-10-7_file_541 day1_4-exported,0,0,0,0,0,0,0,0,0,0,0,1
folder_2016-10-7_file_541 day1_5-exported,0,0,0,0,0,0,0,0,0,0,0,1
folder_2016-10-7_file_541 day3_1-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2016-10-7_file_541 day3_2-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2016-10-7_file_541 day3_3-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2016-10-7_file_541 day3_5-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2016-10-7_file_mir-1 541 day1_1-exported,0,1,0,0,0,0,0,0,0,0,0,1
folder_2016-10-7_file_mir-1 541 day1_2-exported,0,1,0,0,0,0,0,0,0,0,0,1
folder_2016-10-7_file_mir-1 541 day1_3-exported,0,1,0,0,0,0,0,0,0,0,0,1
folder_2016-10-7_file_mir-1 541 day1_4-exported,0,1,0,0,0,0,0,0,0,0,0,1
folder_2016-10-7_file_mir-1 541 day1_5-exported,0,1,0,0,0,0,0,0,0,0,0,1
folder_2016-10-7_file_mir-1 541 day3_1-exported,0,1,0,0,0,0,0,0,0,0,0,3
folder_2016-10-7_file_mir-1 541 day3_2-exported,0,1,0,0,0,0,0,0,0,0,0,3
folder_2016-10-7_file_mir-1 541 day3_3-exported,0,1,0,0,0,0,0,0,0,0,0,3
folder_2016-10-7_file_mir-1 541 day3_4-exported,0,1,0,0,0,0,0,0,0,0,0,3
folder_2016-10-7_file_mir-1 541 day3_5-exported,0,1,0,0,0,0,0,0,0,0,0,3
folder_2016-10-7_file_mir-1 541 day3_6-exported,0,1,0,0,0,0,0,0,0,0,0,3
folder_2016-10-7_file_mir-1 541 day3_7-exported,0,1,0,0,0,0,0,0,0,0,0,3
folder_2016-11-3_file_525 day3_1-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2016-11-3_file_525 day3_2-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2016-11-3_file_525 day3_3-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2016-11-3_file_525 day3_4-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2016-11-3_file_525 day3_5-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2016-11-3_file_525 nrx-1 wy778 day3_1-exported,1,0,0,0,0,0,0,0,0,0,0,3
folder_2016-11-3_file_525 nrx-1 wy778 day3_2-exported,1,0,0,0,0,0,0,0,0,0,0,3
folder_2016-11-3_file_525 nrx-1 wy778 day3_3-exported,1,0,0,0,0,0,0,0,0,0,0,3
folder_2016-11-3_file_525 nrx-1 wy778 day3_4-exported,1,0,0,0,0,0,0,0,0,0,0,3
folder_2016-11-3_file_525 nrx-1 wy778 day3_5-exported,1,0,0,0,0,0,0,0,0,0,0,3
folder_2016-11-3_file_525 nrx-1 wy778 day3_6-exported,1,0,0,0,0,0,0,0,0,0,0,3
folder_2016-11-3_file_525 nrx-1 wy778 day3_7-exported,1,0,0,0,0,0,0,0,0,0,0,3
folder_2016-11-3_file_525 nrx-1 wy778 day3_8-exported,1,0,0,0,0,0,0,0,0,0,0,3
folder_2016-11-5_file_541 day3_1-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2016-11-5_file_541 day3_2-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2016-11-5_file_541 day3_3-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2016-11-5_file_541 day3_4-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2016-11-5_file_541 day3_5-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2016-11-5_file_541 day3_6-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2016-11-5_file_541 day3_7-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2016-11-5_file_541 mir1 day3_1-exported,0,1,0,0,0,0,0,0,0,0,0,3
folder_2016-11-5_file_541 mir1 day3_10-exported,0,1,0,0,0,0,0,0,0,0,0,3
folder_2016-11-5_file_541 mir1 day3_11-exported,0,1,0,0,0,0,0,0,0,0,0,3
folder_2016-11-5_file_541 mir1 day3_2-exported,0,1,0,0,0,0,0,0,0,0,0,3
folder_2016-11-5_file_541 mir1 day3_3-exported,0,1,0,0,0,0,0,0,0,0,0,3
folder_2016-11-5_file_541 mir1 day3_4-exported,0,1,0,0,0,0,0,0,0,0,0,3
folder_2016-11-5_file_541 mir1 day3_5-exported,0,1,0,0,0,0,0,0,0,0,0,3
folder_2016-11-5_file_541 mir1 day3_6-exported,0,1,0,0,0,0,0,0,0,0,0,3
folder_2016-11-5_file_541 mir1 day3_7-exported,0,1,0,0,0,0,0,0,0,0,0,3
folder_2016-11-5_file_541 mir1 day3_8-exported,0,1,0,0,0,0,0,0,0,0,0,3
folder_2016-11-5_file_541 mir1 day3_9-exported,0,1,0,0,0,0,0,0,0,0,0,3
folder_2016-11-5_file_541 unc-19 day3_1-exported,0,0,1,0,0,0,0,0,0,0,0,3
folder_2016-11-5_file_541 unc-49 day3_10-exported,0,0,1,0,0,0,0,0,0,0,0,3
folder_2016-11-5_file_541 unc-49 day3_11-exported,0,0,1,0,0,0,0,0,0,0,0,3
folder_2016-11-5_file_541 unc-49 day3_12-exported,0,0,1,0,0,0,0,0,0,0,0,3
folder_2016-11-5_file_541 unc-49 day3_2-exported,0,0,1,0,0,0,0,0,0,0,0,3
folder_2016-11-5_file_541 unc-49 day3_3-exported,0,0,1,0,0,0,0,0,0,0,0,3
folder_2016-11-5_file_541 unc-49 day3_5-exported,0,0,1,0,0,0,0,0,0,0,0,3
folder_2016-11-5_file_541 unc-49 day3_6-exported,0,0,1,0,0,0,0,0,0,0,0,3
folder_2016-11-5_file_541 unc-49 day3_7-exported,0,0,1,0,0,0,0,0,0,0,0,3
folder_2016-11-5_file_541 unc-49 day3_8-exported,0,0,1,0,0,0,0,0,0,0,0,3
folder_2016-11-5_file_541 unc-49 day3_9-exported,0,0,1,0,0,0,0,0,0,0,0,3
folder_2016-11-8_file_525 day3_1-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2016-11-8_file_525 day3_2-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2016-11-8_file_525 day3_3-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2016-11-8_file_525 day3_4-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2016-11-8_file_525 day3_5-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2016-11-8_file_525 day3_6-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2016-11-8_file_525 nrx-1 wy778 day3_1-exported,1,0,0,0,0,0,0,0,0,0,0,3
folder_2016-11-8_file_525 nrx-1 wy778 day3_2-exported,1,0,0,0,0,0,0,0,0,0,0,3
folder_2016-11-8_file_525 nrx-1 wy778 day3_3-exported,1,0,0,0,0,0,0,0,0,0,0,3
folder_2016-11-8_file_525 nrx-1 wy778 day3_4-exported,1,0,0,0,0,0,0,0,0,0,0,3
folder_2016-5-15_file_525 day5_1-exported,0,0,0,0,0,0,0,0,0,0,0,5
folder_2016-5-15_file_525 day5_2-exported,0,0,0,0,0,0,0,0,0,0,0,5
folder_2016-5-15_file_525 day5_3-exported,0,0,0,0,0,0,0,0,0,0,0,5
folder_2016-5-15_file_525 day5_4-exported,0,0,0,0,0,0,0,0,0,0,0,5
folder_2016-5-15_file_525 day5_5-exported,0,0,0,0,0,0,0,0,0,0,0,5
folder_2016-5-15_file_525 day5_6-exported,0,0,0,0,0,0,0,0,0,0,0,5
folder_2016-5-15_file_525 day5_7-exported,0,0,0,0,0,0,0,0,0,0,0,5
folder_2016-5-15_file_nrx-1 525 day5_1-exported,1,0,0,0,0,0,0,0,0,0,0,5
folder_2016-5-15_file_nrx-1 525 day5_2-exported,1,0,0,0,0,0,0,0,0,0,0,5
folder_2016-5-15_file_nrx-1 525 day5_3-exported,1,0,0,0,0,0,0,0,0,0,0,5
folder_2016-5-15_file_nrx-1 525 day5_4-exported,1,0,0,0,0,0,0,0,0,0,0,5
folder_2016-5-15_file_nrx-1 525 day5_5-exported,1,0,0,0,0,0,0,0,0,0,0,5
folder_2016-5-15_file_nrx-1 525 day5_6-exported,1,0,0,0,0,0,0,0,0,0,0,5
folder_2016-5-15_file_nrx-1 525 day5_7-exported,1,0,0,0,0,0,0,0,0,0,0,5
folder_2016-5-15_file_nrx-1 525 day5_8-exported,1,0,0,0,0,0,0,0,0,0,0,5
folder_2016-5-24_file_525 day1_1-exported,0,0,0,0,0,0,0,0,0,0,0,1
folder_2016-5-24_file_525 day1_2-exported,0,0,0,0,0,0,0,0,0,0,0,1
folder_2016-5-24_file_525 day5_1-exported,0,0,0,0,0,0,0,0,0,0,0,5
folder_2016-5-24_file_525 day5_2-exported,0,0,0,0,0,0,0,0,0,0,0,5
folder_2016-5-24_file_525 day5_3-exported,0,0,0,0,0,0,0,0,0,0,0,5
folder_2016-5-24_file_525 day5_5-exported,0,0,0,0,0,0,0,0,0,0,0,5
folder_2016-5-24_file_525 nrx-1 day1_1-exported,1,0,0,0,0,0,0,0,0,0,0,1
folder_2016-5-24_file_525 nrx-1 day1_2-exported,1,0,0,0,0,0,0,0,0,0,0,1
folder_2016-5-24_file_525 nrx-1 day1_3-exported,1,0,0,0,0,0,0,0,0,0,0,1
folder_2016-5-24_file_525 nrx-1 day1_4-exported,1,0,0,0,0,0,0,0,0,0,0,1
folder_2016-5-24_file_525 nrx-1 day1_5-exported,1,0,0,0,0,0,0,0,0,0,0,1
folder_2016-5-24_file_525 nrx-1 day1_6-exported,1,0,0,0,0,0,0,0,0,0,0,1
folder_2016-5-24_file_525 nrx-1 day5_1-exported,1,0,0,0,0,0,0,0,0,0,0,5
folder_2016-5-24_file_525 nrx-1 day5_2-exported,1,0,0,0,0,0,0,0,0,0,0,5
folder_2016-5-24_file_525 nrx-1 day5_3-exported,1,0,0,0,0,0,0,0,0,0,0,5
folder_2016-5-24_file_525 nrx-1 day5_4-exported,1,0,0,0,0,0,0,0,0,0,0,5
folder_2016-5-24_file_525 nrx-1 day5_5-exported,1,0,0,0,0,0,0,0,0,0,0,5
folder_2016-5-24_file_525 nrx-1 day5_6-exported,1,0,0,0,0,0,0,0,0,0,0,5
folder_2016-6-4_file_525  day3_1-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2016-6-4_file_525  day3_2-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2016-6-4_file_525  day3_3-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2016-6-4_file_525  day3_4-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2016-6-4_file_525  day3_5-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2016-6-4_file_525  nrx-1 day3_1-exported,1,0,0,0,0,0,0,0,0,0,0,3
folder_2016-6-4_file_525  nrx-1 day3_2-exported,1,0,0,0,0,0,0,0,0,0,0,3
folder_2016-6-4_file_525  nrx-1 day3_3-exported,1,0,0,0,0,0,0,0,0,0,0,3
folder_2016-6-4_file_525  nrx-1 day3_4-exported,1,0,0,0,0,0,0,0,0,0,0,3
folder_2016-6-4_file_525  nrx-1 day3_5-exported,1,0,0,0,0,0,0,0,0,0,0,3
folder_2016-6-4_file_525 day2_1-exported,0,0,0,0,0,0,0,0,0,0,0,2
folder_2016-6-4_file_525 day2_2-exported,0,0,0,0,0,0,0,0,0,0,0,2
folder_2016-6-4_file_525 day2_3-exported,0,0,0,0,0,0,0,0,0,0,0,2
folder_2016-6-4_file_525 day2_4-exported,0,0,0,0,0,0,0,0,0,0,0,2
