cell_name,nrx-1,mir-1,unc-49,nlg-1,unc-25,unc-97,lim-6,lat-2,ptp-3,sup-17,pkd-2,day
folder_2016-6-4_file_525 day2_5-exported,0,0,0,0,0,0,0,0,0,0,0,2
folder_2016-6-4_file_525 day2_6-exported,0,0,0,0,0,0,0,0,0,0,0,2
folder_2016-6-4_file_525 nrx_1 day2_1-exported,1,0,0,0,0,0,0,0,0,0,0,2
folder_2016-6-4_file_525 nrx_1 day2_3-exported,1,0,0,0,0,0,0,0,0,0,0,2
folder_2016-6-4_file_525 nrx_1 day2_4-exported,1,0,0,0,0,0,0,0,0,0,0,2
folder_2016-6-4_file_525 nrx_1 day2_5-exported,1,0,0,0,0,0,0,0,0,0,0,2
folder_2016-7-22_file_525 day1 _1-exported,0,0,0,0,0,0,0,0,0,0,0,1
folder_2016-7-22_file_525 day1 _2-exported,0,0,0,0,0,0,0,0,0,0,0,1
folder_2016-7-22_file_525 day1 _3-exported,0,0,0,0,0,0,0,0,0,0,0,1
folder_2016-7-22_file_525 day1 _4-exported,0,0,0,0,0,0,0,0,0,0,0,1
folder_2016-7-22_file_525 day1 _5-exported,0,0,0,0,0,0,0,0,0,0,0,1
folder_2016-7-22_file_525 nrx_1 day1 _1-exported,1,0,0,0,0,0,0,0,0,0,0,1
folder_2016-7-22_file_525 nrx_1 day1 _2-exported,1,0,0,0,0,0,0,0,0,0,0,1
folder_2016-7-22_file_525 nrx_1 day1 _3-exported,1,0,0,0,0,0,0,0,0,0,0,1
folder_2016-7-22_file_525 nrx_1 day1 _4-exported,1,0,0,0,0,0,0,0,0,0,0,1
folder_2016-7-22_file_525 nrx_1 day1 _5-exported,1,0,0,0,0,0,0,0,0,0,0,1
folder_2016-7-22_file_541 day1 _1-exported,0,0,0,0,0,0,0,0,0,0,0,1
folder_2016-7-22_file_541 day1 _2-exported,0,0,0,0,0,0,0,0,0,0,0,1
folder_2016-7-22_file_541 day1 _3-exported,0,0,0,0,0,0,0,0,0,0,0,1
folder_2016-7-22_file_541 day1 _4-exported,0,0,0,0,0,0,0,0,0,0,0,1
folder_2016-7-22_file_541 day1 _5-exported,0,0,0,0,0,0,0,0,0,0,0,1
folder_2016-7-22_file_541 day3 _1-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2016-7-22_file_541 day3 _2-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2016-7-22_file_541 day3 _3-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2016-7-22_file_541 day3 _4-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2016-7-22_file_541 nlg1 day1 _1-exported,0,0,0,1,0,0,0,0,0,0,0,1
folder_2016-7-22_file_541 nlg1 day1 _2-exported,0,0,0,1,0,0,0,0,0,0,0,1
folder_2016-7-22_file_541 nlg1 day1 _3-exported,0,0,0,1,0,0,0,0,0,0,0,1
folder_2016-7-22_file_541 nlg1 day1 _4-exported,0,0,0,1,0,0,0,0,0,0,0,1
folder_2016-7-22_file_541 nlg1 day1 _6-exported,0,0,0,1,0,0,0,0,0,0,0,1
folder_2016-7-22_file_541 nlg1 day3 _1-exported,0,0,0,1,0,0,0,0,0,0,0,3
folder_2016-7-22_file_541 nlg1 day3 _2-exported,0,0,0,1,0,0,0,0,0,0,0,3
folder_2016-7-22_file_541 nlg1 day3 _3-exported,0,0,0,1,0,0,0,0,0,0,0,3
folder_2016-8-26_file_541 day3_1-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2016-8-26_file_541 day3_2-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2016-8-26_file_541 day3_3-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2016-8-26_file_541 day3_4-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2016-8-26_file_541 day3_5-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2016-8-26_file_541 day3_6-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2016-8-26_file_541 nlg-1 day3_1-exported,0,0,0,1,0,0,0,0,0,0,0,3
folder_2016-8-26_file_541 nlg-1 day3_2-exported,0,0,0,1,0,0,0,0,0,0,0,3
folder_2016-8-26_file_541 nlg-1 day3_3-exported,0,0,0,1,0,0,0,0,0,0,0,3
folder_2016-8-26_file_541 nlg-1 day3_4-exported,0,0,0,1,0,0,0,0,0,0,0,3
folder_2016-8-26_file_541 nlg-1 day3_5-exported,0,0,0,1,0,0,0,0,0,0,0,3
folder_2016-8-31_file_541 day3_1-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2016-8-31_file_541 day3_2-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2016-8-31_file_541 day3_3-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2016-8-31_file_541 day3_4-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2016-8-31_file_541 nlg-1 day3_1-exported,0,0,0,1,0,0,0,0,0,0,0,3
folder_2016-8-31_file_541 nlg-1 day3_2-exported,0,0,0,1,0,0,0,0,0,0,0,3
folder_2016-8-31_file_541 nlg-1 day3_3-exported,0,0,0,1,0,0,0,0,0,0,0,3
folder_2016-8-31_file_541 nlg-1 day3_4-exported,0,0,0,1,0,0,0,0,0,0,0,3
folder_2016-8-31_file_541 nlg-1 day3_5-exported,0,0,0,1,0,0,0,0,0,0,0,3
folder_2016-8-31_file_541 nlg-1 day3_6-exported,0,0,0,1,0,0,0,0,0,0,0,3
folder_2016-8-31_file_541 nlg-1 day5_1-exported,0,0,0,1,0,0,0,0,0,0,0,5
folder_2016-8-31_file_541 nlg-1 day5_2-exported,0,0,0,1,0,0,0,0,0,0,0,5
folder_2016-8-31_file_541 nlg-1 day5_3-exported,0,0,0,1,0,0,0,0,0,0,0,5
folder_2016-8-31_file_541 nlg-1 day5_4-exported,0,0,0,1,0,0,0,0,0,0,0,5
folder_2016-8-31_file_541 nlg-1 day5_5-exported,0,0,0,1,0,0,0,0,0,0,0,5
folder_2016-8-31_file_541 nlg-1 day5_6-exported,0,0,0,1,0,0,0,0,0,0,0,5
folder_2016-9-12_file_525 day3_1-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2016-9-12_file_525 day3_2-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2016-9-12_file_525 day3_3-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2016-9-12_file_525 day3_4-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2016-9-12_file_525 day3_5-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2016-9-12_file_525 nrx-1 day3_1-exported,1,0,0,0,0,0,0,0,0,0,0,3
folder_2016-9-12_file_525 nrx-1 day3_2-exported,1,0,0,0,0,0,0,0,0,0,0,3
folder_2016-9-12_file_525 nrx-1 day3_3-exported,1,0,0,0,0,0,0,0,0,0,0,3
folder_2016-9-12_file_525 nrx-1 day3_4-exported,1,0,0,0,0,0,0,0,0,0,0,3
folder_2016-9-12_file_525 nrx-1 day3_5-exported,1,0,0,0,0,0,0,0,0,0,0,3
folder_2016-9-12_file_525 nrx-1 nlg-1 day3_1-exported,1,0,0,1,0,0,0,0,0,0,0,3
folder_2016-9-12_file_541 day3_1-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2016-9-12_file_541 day3_2-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2016-9-12_file_541 day3_3-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2016-9-12_file_541 day3_4-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2016-9-12_file_541 unc-25 day3_1-exported,0,0,0,0,1,0,0,0,0,0,0,3
folder_2016-9-12_file_541 unc-25 day3_2-exported,0,0,0,0,1,0,0,0,0,0,0,3
folder_2016-9-12_file_541 unc-25 day3_3-exported,0,0,0,0,1,0,0,0,0,0,0,3
folder_2016-9-12_file_541 unc-25 day3_4-exported,0,0,0,0,1,0,0,0,0,0,0,3
folder_2016-9-12_file_541 unc-25 day3_5-exported,0,0,0,0,1,0,0,0,0,0,0,3
folder_2016-9-12_file_541 unc-25 day3_6-exported,0,0,0,0,1,0,0,0,0,0,0,3
folder_2016-9-12_file_541 unc-49 day3_1-exported,0,0,1,0,0,0,0,0,0,0,0,3
folder_2016-9-12_file_541 unc-49 day3_2-exported,0,0,1,0,0,0,0,0,0,0,0,3
folder_2016-9-12_file_541 unc-49 day3_3-exported,0,0,1,0,0,0,0,0,0,0,0,3
folder_2016-9-12_file_541 unc-49 day3_4-exported,0,0,1,0,0,0,0,0,0,0,0,3
folder_2016-9-12_file_541 unc-49 day3_5-exported,0,0,1,0,0,0,0,0,0,0,0,3
folder_2016-9-12_file_541 unc-49 day3_6-exported,0,0,1,0,0,0,0,0,0,0,0,3
folder_2016-9-12_file_541 unc-49 day3_7-exported,0,0,1,0,0,0,0,0,0,0,0,3
folder_2016-9-12_file_541 unc-49 day3_8-exported,0,0,1,0,0,0,0,0,0,0,0,3
folder_2016-9-23_file_525 day3_1-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2016-9-23_file_525 day3_2-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2016-9-23_file_525 day3_3-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2016-9-23_file_525 day3_4-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2016-9-23_file_525 day3_5-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2016-9-23_file_525 day3_6-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2016-9-23_file_nrx  day3_1-exported,1,0,0,0,0,0,0,0,0,0,0,3
folder_2016-9-23_file_nrx  day3_2-exported,1,0,0,0,0,0,0,0,0,0,0,3
folder_2016-9-23_file_nrx  day3_3-exported,1,0,0,0,0,0,0,0,0,0,0,3
folder_2016-9-23_file_nrx  day3_4-exported,1,0,0,0,0,0,0,0,0,0,0,3
folder_2016-9-23_file_nrx  day3_5-exported,1,0,0,0,0,0,0,0,0,0,0,3
folder_2016-9-23_file_nrx  day3_6-exported,1,0,0,0,0,0,0,0,0,0,0,3
folder_2016-9-23_file_nrx  day3_7-exported,1,0,0,0,0,0,0,0,0,0,0,3
folder_2016-9-23_file_nrx  day3_8-exported,1,0,0,0,0,0,0,0,0,0,0,3
folder_2016-9-23_file_nrx nlg day3_1-exported,1,0,0,1,0,0,0,0,0,0,0,3
folder_2016-9-23_file_nrx nlg day3_2-exported,1,0,0,1,0,0,0,0,0,0,0,3
folder_2016-9-23_file_nrx nlg day3_3-exported,1,0,0,1,0,0,0,0,0,0,0,3
folder_2016-9-23_file_nrx nlg day3_4-exported,1,0,0,1,0,0,0,0,0,0,0,3
folder_2016-9-23_file_nrx nlg day3_5-exported,1,0,0,1,0,0,0,0,0,0,0,3
folder_2016-9-23_file_nrx nlg day3_6-exported,1,0,0,1,0,0,0,0,0,0,0,3
folder_2016-9-23_file_nrx nlg day3_7-exported,1,0,0,1,0,0,0,0,0,0,0,3
folder_2016-9-23_file_nrx nlg day3_8-exported,1,0,0,1,0,0,0,0,0,0,0,3
folder_2016-9-2_file_525 day5_1-exported,0,0,0,0,0,0,0,0,0,0,0,5
folder_2016-9-2_file_525 day5_2-exported,0,0,0,0,0,0,0,0,0,0,0,5
folder_2016-9-2_file_525 day5_6-exported,0,0,0,0,0,0,0,0,0,0,0,5
folder_2016-9-2_file_525 day5_7-exported,0,0,0,0,0,0,0,0,0,0,0,5
folder_2016-9-2_file_525 nrx-1 day5_1-exported,1,0,0,0,0,0,0,0,0,0,0,5
folder_2016-9-2_file_525 nrx-1 day5_2-exported,1,0,0,0,0,0,0,0,0,0,0,5
folder_2016-9-2_file_525 nrx-1 day5_3-exported,1,0,0,0,0,0,0,0,0,0,0,5
folder_2016-9-2_file_525 nrx-1 day5_4-exported,1,0,0,0,0,0,0,0,0,0,0,5
folder_2016-9-2_file_525 nrx-1 day5_5-exported,1,0,0,0,0,0,0,0,0,0,0,5
folder_2016-9-2_file_525 nrx-1 day5_6-exported,1,0,0,0,0,0,0,0,0,0,0,5
folder_2016-9-30_file_525 day3_1-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2016-9-30_file_525 day3_2-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2016-9-30_file_525 day3_3-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2016-9-30_file_525 nrx-1 day3_1-exported,1,0,0,0,0,0,0,0,0,0,0,3
folder_2016-9-30_file_525 nrx-1 day3_2-exported,1,0,0,0,0,0,0,0,0,0,0,3
folder_2016-9-30_file_525 nrx-1 day3_3-exported,1,0,0,0,0,0,0,0,0,0,0,3
folder_2016-9-30_file_525 nrx-1 day3_4-exported,1,0,0,0,0,0,0,0,0,0,0,3
folder_2016-9-30_file_525 nrx-1 day3_5-exported,1,0,0,0,0,0,0,0,0,0,0,3
folder_2016-9-30_file_525 nrx-1 day3_6-exported,1,0,0,0,0,0,0,0,0,0,0,3
folder_2016-9-30_file_525 nrx-1 day3_7-exported,1,0,0,0,0,0,0,0,0,0,0,3
folder_2016-9-30_file_525 nrx-1nlg1 day3_1-exported,1,0,0,1,0,0,0,0,0,0,0,3
folder_2016-9-30_file_525 nrx-1nlg1 day3_2-exported,1,0,0,1,0,0,0,0,0,0,0,3
folder_2016-9-30_file_525 nrx-1nlg1 day3_3-exported,1,0,0,1,0,0,0,0,0,0,0,3
folder_2016-9-30_file_525 nrx-1nlg1 day3_4-exported,1,0,0,1,0,0,0,0,0,0,0,3
folder_2016-9-8_file_541 day1_1-exported,0,0,0,0,0,0,0,0,0,0,0,1
folder_2016-9-8_file_541 day1_2-exported,0,0,0,0,0,0,0,0,0,0,0,1
folder_2016-9-8_file_541 day1_3-exported,0,0,0,0,0,0,0,0,0,0,0,1
folder_2016-9-8_file_541 day1_4-exported,0,0,0,0,0,0,0,0,0,0,0,1
folder_2016-9-8_file_541 day2_1-exported,0,0,0,0,0,0,0,0,0,0,0,2
folder_2016-9-8_file_541 day2_2-exported,0,0,0,0,0,0,0,0,0,0,0,2
folder_2016-9-8_file_541 day2_3-exported,0,0,0,0,0,0,0,0,0,0,0,2
folder_2016-9-8_file_541 day2_4-exported,0,0,0,0,0,0,0,0,0,0,0,2
folder_2016-9-8_file_541 day2_5-exported,0,0,0,0,0,0,0,0,0,0,0,2
folder_2016-9-9_file_525 day1_1-exported,0,0,0,0,0,0,0,0,0,0,0,1
folder_2016-9-9_file_525 day1_2-exported,0,0,0,0,0,0,0,0,0,0,0,1
folder_2016-9-9_file_525 day1_3-exported,0,0,0,0,0,0,0,0,0,0,0,1
folder_2016-9-9_file_525 day1_4-exported,0,0,0,0,0,0,0,0,0,0,0,1
folder_2016-9-9_file_525 day1_5-exported,0,0,0,0,0,0,0,0,0,0,0,1
folder_2016-9-9_file_525 day1_6-exported,0,0,0,0,0,0,0,0,0,0,0,1
folder_2016-9-9_file_525 nlg1 nrx-1 day3_1-exported,1,0,0,1,0,0,0,0,0,0,0,3
folder_2016-9-9_file_525 nlg1 nrx-1 day3_2-exported,1,0,0,1,0,0,0,0,0,0,0,3
folder_2016-9-9_file_525 nlg1 nrx-1 day3_3-exported,1,0,0,1,0,0,0,0,0,0,0,3
folder_2016-9-9_file_525 nlg1 nrx-1 day3_4-exported,1,0,0,1,0,0,0,0,0,0,0,3
folder_2016-9-9_file_541 day3_1-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2016-9-9_file_541 day3_2-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2016-9-9_file_541 day3_3-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2016-9-9_file_541 day3_4-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2016-9-9_file_541 unc-49 day3-exported,0,0,1,0,0,0,0,0,0,0,0,3
folder_2016-9-9_file_541 unc-49 day3_1-exported,0,0,1,0,0,0,0,0,0,0,0,3
folder_2016-9-9_file_541 unc-49 day3_10-exported,0,0,1,0,0,0,0,0,0,0,0,3
folder_2016-9-9_file_541 unc-49 day3_2-exported,0,0,1,0,0,0,0,0,0,0,0,3
folder_2016-9-9_file_541 unc-49 day3_4-exported,0,0,1,0,0,0,0,0,0,0,0,3
folder_2016-9-9_file_541 unc-49 day3_5-exported,0,0,1,0,0,0,0,0,0,0,0,3
folder_2016-9-9_file_541 unc-49 day3_6-exported,0,0,1,0,0,0,0,0,0,0,0,3
folder_2016-9-9_file_541 unc-49 day3_7-exported,0,0,1,0,0,0,0,0,0,0,0,3
folder_2016-9-9_file_541 unc-49 day3_8-exported,0,0,1,0,0,0,0,0,0,0,0,3
folder_2016-9-9_file_541 unc-49 day3_9-exported,0,0,1,0,0,0,0,0,0,0,0,3
folder_2017-1-13_file_541 day3_1-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2017-1-13_file_541 day3_2-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2017-1-13_file_541 day3_3-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2017-1-13_file_541 day3_4-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2017-1-13_file_541 day3_5-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2017-1-13_file_541 day3_6-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2017-1-13_file_541 day3_7-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2017-1-13_file_541 nlg1 mir1 day3_1-exported,0,1,0,1,0,0,0,0,0,0,0,3
folder_2017-1-13_file_541 nlg1 mir1 day3_2-exported,0,1,0,1,0,0,0,0,0,0,0,3
folder_2017-1-13_file_541 nlg1 mir1 day3_3-exported,0,1,0,1,0,0,0,0,0,0,0,3
folder_2017-1-13_file_541 nlg1 mir1 day3_4-exported,0,1,0,1,0,0,0,0,0,0,0,3
folder_2017-1-13_file_541 nlg1 mir1 day3_5-exported,0,1,0,1,0,0,0,0,0,0,0,3
folder_2017-1-13_file_541 nlg1 mir1 day3_6-exported,0,1,0,1,0,0,0,0,0,0,0,3
folder_2017-1-13_file_541 nlg1 mir1 day3_7-exported,0,1,0,1,0,0,0,0,0,0,0,3
folder_2017-1-13_file_nlg-1 541 day3_1-exported,0,0,0,1,0,0,0,0,0,0,0,3
folder_2017-1-13_file_nlg-1 541 day3_2-exported,0,0,0,1,0,0,0,0,0,0,0,3
folder_2017-1-13_file_nlg-1 541 day3_3-exported,0,0,0,1,0,0,0,0,0,0,0,3
folder_2017-1-17_file_525 day3_1-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2017-1-17_file_525 day3_2-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2017-1-17_file_525 mir-1 nrx1 day3_1-exported,1,1,0,0,0,0,0,0,0,0,0,3
folder_2017-1-17_file_525 mir-1 nrx1 day3_2-exported,1,1,0,0,0,0,0,0,0,0,0,3
folder_2017-1-17_file_525 mir-1 nrx1 day3_3-exported,1,1,0,0,0,0,0,0,0,0,0,3
folder_2017-1-17_file_525 mir-1 nrx1 day3_4-exported,1,1,0,0,0,0,0,0,0,0,0,3
folder_2017-1-17_file_525 mir-1 nrx1 day3_5-exported,1,1,0,0,0,0,0,0,0,0,0,3
folder_2017-1-17_file_525 mir-1 nrx1 day3_6-exported,1,1,0,0,0,0,0,0,0,0,0,3
folder_2017-1-17_file_525 nlg1 nrx1 day3_1-exported,1,0,0,1,0,0,0,0,0,0,0,3
folder_2017-1-17_file_525 nlg1 nrx1 day3_2-exported,1,0,0,1,0,0,0,0,0,0,0,3
folder_2017-1-17_file_525 nlg1 nrx1 day3_3-exported,1,0,0,1,0,0,0,0,0,0,0,3
folder_2017-1-17_file_525 nlg1 nrx1 day3_4-exported,1,0,0,1,0,0,0,0,0,0,0,3
folder_2017-1-17_file_525 nlg1 nrx1 day3_5-exported,1,0,0,1,0,0,0,0,0,0,0,3
folder_2017-1-17_file_525 nlg1 nrx1 day3_6-exported,1,0,0,1,0,0,0,0,0,0,0,3
folder_2017-1-17_file_525 nlg1 nrx1 day3_7-exported,1,0,0,1,0,0,0,0,0,0,0,3
folder_2017-1-17_file_541 day3_1-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2017-1-17_file_541 day3_2-exported,0,0,0,0,0,0,0,0,0,0,0,3
