cell_name,nrx-1,mir-1,unc-49,nlg-1,unc-25,unc-97,lim-6,lat-2,ptp-3,sup-17,pkd-2,day
folder_2017-6-9_file_525 day3_3-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2017-6-9_file_525 day3_4-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2017-6-9_file_525 day3_5-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2017-6-9_file_525 lat-2 tm463 day3_1-exported,0,0,0,0,0,0,0,1,0,0,0,3
folder_2017-6-9_file_525 lat-2 tm463 day3_10-exported,0,0,0,0,0,0,0,1,0,0,0,3
folder_2017-6-9_file_525 lat-2 tm463 day3_11-exported,0,0,0,0,0,0,0,1,0,0,0,3
folder_2017-6-9_file_525 lat-2 tm463 day3_12-exported,0,0,0,0,0,0,0,1,0,0,0,3
folder_2017-6-9_file_525 lat-2 tm463 day3_13-exported,0,0,0,0,0,0,0,1,0,0,0,3
folder_2017-6-9_file_525 lat-2 tm463 day3_2-exported,0,0,0,0,0,0,0,1,0,0,0,3
folder_2017-6-9_file_525 lat-2 tm463 day3_3-exported,0,0,0,0,0,0,0,1,0,0,0,3
folder_2017-6-9_file_525 lat-2 tm463 day3_4-exported,0,0,0,0,0,0,0,1,0,0,0,3
folder_2017-6-9_file_525 lat-2 tm463 day3_5-exported,0,0,0,0,0,0,0,1,0,0,0,3
folder_2017-6-9_file_525 lat-2 tm463 day3_6-exported,0,0,0,0,0,0,0,1,0,0,0,3
folder_2017-6-9_file_525 lat-2 tm463 day3_7-exported,0,0,0,0,0,0,0,1,0,0,0,3
folder_2017-6-9_file_525 lat-2 tm463 day3_8-exported,0,0,0,0,0,0,0,1,0,0,0,3
folder_2017-6-9_file_525 lat-2 tm463 day3_9-exported,0,0,0,0,0,0,0,1,0,0,0,3
folder_2017-6-9_file_525 ptp-3(ok244) day3_1-exported,0,0,0,0,0,0,0,0,1,0,0,3
folder_2017-6-9_file_525 ptp-3(ok244) day3_10-exported,0,0,0,0,0,0,0,0,1,0,0,3
folder_2017-6-9_file_525 ptp-3(ok244) day3_2-exported,0,0,0,0,0,0,0,0,1,0,0,3
folder_2017-6-9_file_525 ptp-3(ok244) day3_3-exported,0,0,0,0,0,0,0,0,1,0,0,3
folder_2017-6-9_file_525 ptp-3(ok244) day3_4-exported,0,0,0,0,0,0,0,0,1,0,0,3
folder_2017-6-9_file_525 ptp-3(ok244) day3_5-exported,0,0,0,0,0,0,0,0,1,0,0,3
folder_2017-6-9_file_525 ptp-3(ok244) day3_6-exported,0,0,0,0,0,0,0,0,1,0,0,3
folder_2017-6-9_file_525 ptp-3(ok244) day3_7-exported,0,0,0,0,0,0,0,0,1,0,0,3
folder_2017-6-9_file_525 ptp-3(ok244) day3_8-exported,0,0,0,0,0,0,0,0,1,0,0,3
folder_2017-6-9_file_525 ptp-3(ok244) day3_9-exported,0,0,0,0,0,0,0,0,1,0,0,3
folder_2017-7-26_file_541 day3_1-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2017-7-26_file_541 day3_2-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2017-7-26_file_541 day3_3-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2017-7-26_file_541 day3_4-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2017-7-26_file_541 day3_5-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2017-7-26_file_541 day3_6-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2017-7-26_file_541 day3_7-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2017-7-26_file_541 day3_8-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2017-7-26_file_sup-17 541 day3_1-exported,0,0,0,0,0,0,0,0,0,1,0,3
folder_2017-7-26_file_sup-17 541 day3_10-exported,0,0,0,0,0,0,0,0,0,1,0,3
folder_2017-7-26_file_sup-17 541 day3_11-exported,0,0,0,0,0,0,0,0,0,1,0,3
folder_2017-7-26_file_sup-17 541 day3_2-exported,0,0,0,0,0,0,0,0,0,1,0,3
folder_2017-7-26_file_sup-17 541 day3_3-exported,0,0,0,0,0,0,0,0,0,1,0,3
folder_2017-7-26_file_sup-17 541 day3_4-exported,0,0,0,0,0,0,0,0,0,1,0,3
folder_2017-7-26_file_sup-17 541 day3_5-exported,0,0,0,0,0,0,0,0,0,1,0,3
folder_2017-7-26_file_sup-17 541 day3_6-exported,0,0,0,0,0,0,0,0,0,1,0,3
folder_2017-7-26_file_sup-17 541 day3_7-exported,0,0,0,0,0,0,0,0,0,1,0,3
folder_2017-7-26_file_sup-17 541 day3_8-exported,0,0,0,0,0,0,0,0,0,1,0,3
folder_2017-7-26_file_sup-17 541 day3_9-exported,0,0,0,0,0,0,0,0,0,1,0,3
folder_2017-7-28_file_541 day3_1-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2017-7-28_file_541 day3_2-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2017-7-28_file_541 day3_3-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2017-7-28_file_541 day3_4-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2017-7-28_file_541 day3_5-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2017-7-28_file_541 day3_6-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2017-7-28_file_sup-17 541 day3_1-exported,0,0,0,0,0,0,0,0,0,1,0,3
folder_2017-7-28_file_sup-17 541 day3_2-exported,0,0,0,0,0,0,0,0,0,1,0,3
folder_2017-7-28_file_sup-17 541 day3_3-exported,0,0,0,0,0,0,0,0,0,1,0,3
folder_2017-7-28_file_sup-17 541 day3_4-exported,0,0,0,0,0,0,0,0,0,1,0,3
folder_2017-7-28_file_sup-17 541 day3_5-exported,0,0,0,0,0,0,0,0,0,1,0,3
folder_2017-7-28_file_sup-17 541 day3_6-exported,0,0,0,0,0,0,0,0,0,1,0,3
folder_2017-7-28_file_sup-17 541 day3_7-exported,0,0,0,0,0,0,0,0,0,1,0,3
folder_2017-7-28_file_sup-17 541 day3_8-exported,0,0,0,0,0,0,0,0,0,1,0,3
folder_2017-7-28_file_sup-17 541 day3_9-exported,0,0,0,0,0,0,0,0,0,1,0,3
folder_2017-8-14_file_541 day3_1-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2017-8-14_file_541 day3_2-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2017-8-14_file_541 day3_3-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2017-8-14_file_541 day3_4-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2017-8-14_file_541 day3_5-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2017-8-14_file_541 day3_6-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2017-8-14_file_nrx-1 525 day3_1-exported,1,0,0,0,0,0,0,0,0,0,0,3
folder_2017-8-14_file_nrx-1 525 day3_2-exported,1,0,0,0,0,0,0,0,0,0,0,3
folder_2017-8-14_file_nrx-1 525 day3_3-exported,1,0,0,0,0,0,0,0,0,0,0,3
folder_2017-8-14_file_nrx-1 525 day3_4-exported,1,0,0,0,0,0,0,0,0,0,0,3
folder_2017-8-14_file_nrx-1 525 day3_5-exported,1,0,0,0,0,0,0,0,0,0,0,3
folder_2017-8-14_file_pkd-2 541 day3_1-exported,0,0,0,0,0,0,0,0,0,0,1,3
folder_2017-8-14_file_pkd-2 541 day3_2-exported,0,0,0,0,0,0,0,0,0,0,1,3
folder_2017-8-14_file_pkd-2 541 day3_3-exported,0,0,0,0,0,0,0,0,0,0,1,3
folder_2017-8-14_file_pkd-2 541 day3_4-exported,0,0,0,0,0,0,0,0,0,0,1,3
folder_2017-8-14_file_pkd-2 541 day3_5-exported,0,0,0,0,0,0,0,0,0,0,1,3
folder_2017-8-14_file_pkd-2 541 day3_6-exported,0,0,0,0,0,0,0,0,0,0,1,3
folder_2017-8-14_file_pkd-2 541 day3_7-exported,0,0,0,0,0,0,0,0,0,0,1,3
folder_2017-8-14_file_pkd-2 541 day3_8-exported,0,0,0,0,0,0,0,0,0,0,1,3
folder_2017-8-14_file_pkd-2 541 day3_9-exported,0,0,0,0,0,0,0,0,0,0,1,3
folder_2017-8-15_file_541 day1_1-exported,0,0,0,0,0,0,0,0,0,0,0,1
folder_2017-8-15_file_541 day1_2-exported,0,0,0,0,0,0,0,0,0,0,0,1
folder_2017-8-15_file_541 day1_3-exported,0,0,0,0,0,0,0,0,0,0,0,1
folder_2017-8-15_file_541 day1_4-exported,0,0,0,0,0,0,0,0,0,0,0,1
folder_2017-8-15_file_541 day1_5-exported,0,0,0,0,0,0,0,0,0,0,0,1
folder_2017-8-15_file_541 day1_6-exported,0,0,0,0,0,0,0,0,0,0,0,1
folder_2017-8-15_file_nrx1 543 day1_2-exported,1,0,0,0,0,0,0,0,0,0,0,1
folder_2017-8-15_file_nrx1 543 day1_3-exported,1,0,0,0,0,0,0,0,0,0,0,1
folder_2017-8-15_file_nrx1 543 day1_4-exported,1,0,0,0,0,0,0,0,0,0,0,1
folder_2017-8-15_file_nrx1 543 day1_5-exported,1,0,0,0,0,0,0,0,0,0,0,1
folder_2017-8-16_file_541 day1_1-exported,0,0,0,0,0,0,0,0,0,0,0,1
folder_2017-8-16_file_541 day1_2-exported,0,0,0,0,0,0,0,0,0,0,0,1
folder_2017-8-16_file_541 day1_3-exported,0,0,0,0,0,0,0,0,0,0,0,1
folder_2017-8-16_file_541 day1_4-exported,0,0,0,0,0,0,0,0,0,0,0,1
folder_2017-8-16_file_541 day1_5-exported,0,0,0,0,0,0,0,0,0,0,0,1
folder_2017-8-16_file_541 day1_6-exported,0,0,0,0,0,0,0,0,0,0,0,1
folder_2017-8-16_file_541 day1_7-exported,0,0,0,0,0,0,0,0,0,0,0,1
folder_2017-8-16_file_unc-25 541 day1_1-exported,0,0,0,0,1,0,0,0,0,0,0,1
folder_2017-8-16_file_unc-25 541 day1_2-exported,0,0,0,0,1,0,0,0,0,0,0,1
folder_2017-8-16_file_unc-25 541 day1_3-exported,0,0,0,0,1,0,0,0,0,0,0,1
folder_2017-8-16_file_unc-25 541 day1_4-exported,0,0,0,0,1,0,0,0,0,0,0,1
folder_2017-8-16_file_unc-25 541 day1_5-exported,0,0,0,0,1,0,0,0,0,0,0,1
folder_2017-8-16_file_unc-25 541 day1_6-exported,0,0,0,0,1,0,0,0,0,0,0,1
folder_2017-8-16_file_unc-25 541 day1_7-exported,0,0,0,0,1,0,0,0,0,0,0,1
folder_2017-8-16_file_unc-97  541 day1_-exported,0,0,0,0,0,1,0,0,0,0,0,1
folder_2017-8-16_file_unc-97  541 day1_2-exported,0,0,0,0,0,1,0,0,0,0,0,1
folder_2017-8-16_file_unc-97  541 day1_3-exported,0,0,0,0,0,1,0,0,0,0,0,1
folder_2017-8-16_file_unc-97  541 day1_4-exported,0,0,0,0,0,1,0,0,0,0,0,1
folder_2017-8-16_file_unc-97  541 day1_5-exported,0,0,0,0,0,1,0,0,0,0,0,1
folder_2017-8-16_file_unc-97  541 day1_6-exported,0,0,0,0,0,1,0,0,0,0,0,1
folder_2017-8-22_file_nlg-1 day3_1-exported,0,0,0,1,0,0,0,0,0,0,0,3
folder_2017-8-22_file_nlg-1 day3_2-exported,0,0,0,1,0,0,0,0,0,0,0,3
folder_2017-8-22_file_nlg-1 day3_3-exported,0,0,0,1,0,0,0,0,0,0,0,3
folder_2017-8-22_file_nlg-1 day3_4-exported,0,0,0,1,0,0,0,0,0,0,0,3
folder_2017-8-22_file_nlg-1 day3_5-exported,0,0,0,1,0,0,0,0,0,0,0,3
folder_2017-8-22_file_nlg-1 day3_6-exported,0,0,0,1,0,0,0,0,0,0,0,3
folder_2017-8-22_file_unc-25 541 day1_1-exported,0,0,0,0,1,0,0,0,0,0,0,1
folder_2017-8-22_file_unc-25 541 day1_2-exported,0,0,0,0,1,0,0,0,0,0,0,1
folder_2017-8-22_file_unc-25 541 day1_3-exported,0,0,0,0,1,0,0,0,0,0,0,1
folder_2017-8-22_file_unc-25 541 day1_4-exported,0,0,0,0,1,0,0,0,0,0,0,1
folder_2017-8-22_file_unc-25 541 day1_5-exported,0,0,0,0,1,0,0,0,0,0,0,1
folder_2017-8-22_file_unc-97 541 day1_1-exported,0,0,0,0,0,1,0,0,0,0,0,1
folder_2017-8-22_file_unc-97 541 day1_2-exported,0,0,0,0,0,1,0,0,0,0,0,1
folder_2017-8-22_file_unc-97 541 day1_3-exported,0,0,0,0,0,1,0,0,0,0,0,1
folder_2017-8-22_file_unc-97 541 day1_4-exported,0,0,0,0,0,1,0,0,0,0,0,1
folder_2017-8-22_file_unc-97 541 day1_5-exported,0,0,0,0,0,1,0,0,0,0,0,1
folder_2017-8-23_file_unc-25 541 day1_1-exported,0,0,0,0,1,0,0,0,0,0,0,1
folder_2017-8-23_file_unc-25 541 day1_2-exported,0,0,0,0,1,0,0,0,0,0,0,1
folder_2017-8-23_file_unc-25 541 day1_3-exported,0,0,0,0,1,0,0,0,0,0,0,1
folder_2017-8-23_file_unc-25 541 day1_4-exported,0,0,0,0,1,0,0,0,0,0,0,1
folder_2017-8-23_file_unc-97 541 day1_2-exported,0,0,0,0,0,1,0,0,0,0,0,1
folder_2017-8-23_file_unc-97 541 day1_3-exported,0,0,0,0,0,1,0,0,0,0,0,1
folder_2017-8-23_file_unc-97 541 day1_4-exported,0,0,0,0,0,1,0,0,0,0,0,1
folder_2017-8-28_file_541 day3_1-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2017-8-28_file_541 day3_2-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2017-8-28_file_541 day3_3-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2017-8-28_file_541 day3_4-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2017-8-28_file_541 day3_5-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2017-8-28_file_nrx-1 nlg-1 525 day3_1-exported,1,0,0,1,0,0,0,0,0,0,0,3
folder_2017-8-28_file_nrx-1 nlg-1 525 day3_2-exported,1,0,0,1,0,0,0,0,0,0,0,3
folder_2017-8-28_file_nrx-1 nlg-1 525 day3_3-exported,1,0,0,1,0,0,0,0,0,0,0,3
folder_2017-8-28_file_sup-17 541 day3_1-exported,0,0,0,0,0,0,0,0,0,1,0,3
folder_2017-8-28_file_sup-17 541 day3_2-exported,0,0,0,0,0,0,0,0,0,1,0,3
folder_2017-8-28_file_sup-17 541 day3_3-exported,0,0,0,0,0,0,0,0,0,1,0,3
folder_2017-8-28_file_sup-17 541 day3_4-exported,0,0,0,0,0,0,0,0,0,1,0,3
folder_2017-8-28_file_sup-17 541 day3_5-exported,0,0,0,0,0,0,0,0,0,1,0,3
folder_2017-8-28_file_sup-17 541 day3_6-exported,0,0,0,0,0,0,0,0,0,1,0,3
folder_2017-8-28_file_sup-17 541 day3_7-exported,0,0,0,0,0,0,0,0,0,1,0,3
folder_2017-8-28_file_sup-17 541 day3_8-exported,0,0,0,0,0,0,0,0,0,1,0,3
folder_2017-8-28_file_unc-97 541 day3_1-exported,0,0,0,0,0,1,0,0,0,0,0,3
folder_2017-8-28_file_unc-97 541 day3_2-exported,0,0,0,0,0,1,0,0,0,0,0,3
folder_2017-8-28_file_unc-97 541 day3_3-exported,0,0,0,0,0,1,0,0,0,0,0,3
folder_2017-8-28_file_unc-97 541 day3_4-exported,0,0,0,0,0,1,0,0,0,0,0,3
folder_2017-8-28_file_unc-97 541 day3_5-exported,0,0,0,0,0,1,0,0,0,0,0,3
folder_2017-8-28_file_unc-97 541 day3_6-exported,0,0,0,0,0,1,0,0,0,0,0,3
folder_2017-8-28_file_unc-97 541 day3_7-exported,0,0,0,0,0,1,0,0,0,0,0,3
folder_2017-8-28_file_unc-97 541 day3_8-exported,0,0,0,0,0,1,0,0,0,0,0,3
folder_2017-8-28_file_unc-97 541 day3_9-exported,0,0,0,0,0,1,0,0,0,0,0,3
folder_2017-8-30_file_541  day1_1-exported,0,0,0,0,0,0,0,0,0,0,0,1
folder_2017-8-30_file_541  day1_2-exported,0,0,0,0,0,0,0,0,0,0,0,1
folder_2017-8-30_file_541  day1_3-exported,0,0,0,0,0,0,0,0,0,0,0,1
folder_2017-8-30_file_unc-25 541 day1_1-exported,0,0,0,0,1,0,0,0,0,0,0,1
folder_2017-8-30_file_unc-25 541 day1_2-exported,0,0,0,0,1,0,0,0,0,0,0,1
folder_2017-9-15_file_nlg-1 541 day5_1-exported,0,0,0,1,0,0,0,0,0,0,0,5
folder_2017-9-15_file_nlg-1 541 day5_2-exported,0,0,0,1,0,0,0,0,0,0,0,5
folder_2017-9-15_file_nlg-1 541 day5_3-exported,0,0,0,1,0,0,0,0,0,0,0,5
folder_2017-9-15_file_nlg-1 541 day5_4-exported,0,0,0,1,0,0,0,0,0,0,0,5
folder_2017-9-15_file_nlg-1 541 day5_5-exported,0,0,0,1,0,0,0,0,0,0,0,5
folder_2017-9-15_file_nlg-1 541 day5_6-exported,0,0,0,1,0,0,0,0,0,0,0,5
folder_2017-9-5_file_541 day5_1-exported,0,0,0,0,0,0,0,0,0,0,0,5
folder_2017-9-5_file_541 day5_2-exported,0,0,0,0,0,0,0,0,0,0,0,5
folder_2017-9-5_file_541 day5_3-exported,0,0,0,0,0,0,0,0,0,0,0,5
folder_2017-9-5_file_541 day5_4-exported,0,0,0,0,0,0,0,0,0,0,0,5
folder_2017-9-5_file_nlg-1 541 day5 no his_1-exported,0,0,0,1,0,0,0,0,0,0,0,5
folder_2017-9-5_file_nlg-1 541 day5 no his_2-exported,0,0,0,1,0,0,0,0,0,0,0,5
folder_2017-9-5_file_nlg-1 541 day5 no his_3-exported,0,0,0,1,0,0,0,0,0,0,0,5
folder_2017-9-5_file_nlg-1 541 day5 no his_4-exported,0,0,0,1,0,0,0,0,0,0,0,5
folder_2017-9-5_file_nlg-1 541 day5 no his_5-exported,0,0,0,1,0,0,0,0,0,0,0,5
folder_2017-9-5_file_nlg-1 541 day5 no his_6-exported,0,0,0,1,0,0,0,0,0,0,0,5
folder_2017-9-5_file_nlg-1 541 day5 no his_7-exported,0,0,0,1,0,0,0,0,0,0,0,5
folder_2017-9-5_file_nlg-1 541 day5 no his_8-exported,0,0,0,1,0,0,0,0,0,0,0,5
folder_2017-9-5_file_nlg-1 541 day5 no his_9-exported,0,0,0,1,0,0,0,0,0,0,0,5
folder_2017-9-9_file_541 day3_1-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2017-9-9_file_541 day3_2-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2017-9-9_file_541 day3_3-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2017-9-9_file_541 day3_4-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2017-9-9_file_541 day3_5-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2017-9-9_file_541 day3_6-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2017-9-9_file_541 day3_7-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2017-9-9_file_541 day3_8-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_2017-9-9_file_541 day3_9-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_new SNT_file_541 day3_1-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_new SNT_file_541 day3_2-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_new SNT_file_541 day3_3-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_new SNT_file_541 day3_5-exported,0,0,0,0,0,0,0,0,0,0,0,3
folder_new SNT_file_541 nlg-1 day3_1-exported,0,0,0,1,0,0,0,0,0,0,0,3
folder_new SNT_file_541 nlg-1 day3_3-exported,0,0,0,1,0,0,0,0,0,0,0,3
folder_new SNT_file_541 nlg-1 day3_4-exported,0,0,0,1,0,0,0,0,0,0,0,3
folder_new SNT_file_541 nlg-1 day3_5-exported,0,0,0,1,0,0,0,0,0,0,0,3
folder_new SNT_file_541 nlg-1 day3_6-exported,0,0,0,1,0,0,0,0,0,0,0,3
